ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
komering,,88,kag,kge,{},-3.16666666667,104.916666667,Papunesia,,Komering,130,False,False
konjo,,525,kjo,kjc,{},-5.46666666667,120.333333333,Papunesia,,Konjo,1122,False,False
konua,,489,knu,kyx,{},-5.83333333333,154.833333333,Papunesia,,Konua,550,False,False
korafe,,442,krf,kpr,{},-9.05,149.083333333,Papunesia,,Korafe,362,False,False
korowai,,445,krw,khe,{},-5.25,140.0,Papunesia,,Korowai,1835,False,False
kosraean,,87,kos,kos,{},5.3,163.0,Papunesia,,Kosraean,2190,False,False
kui (in indonesia),,417,kiu,kvd,{},-8.43333333333,124.55,Papunesia,,Kui (in Indonesia),810,False,False
kulamanen,,513,kuz,mbt,{},7.75,125.0,Papunesia,,Kulamanen,552,False,False
kuman,,438,kmn,kue,{},-5.91666666667,145.0,Papunesia,,Kuman,1460,False,False
kunimaipa,,435,kmp,kup,{},-8.0,146.833333333,Papunesia,,Kunimaipa,1999,False,False
kuot,,220,kuo,kto,{},-3.05,151.5,Papunesia,,Kuot,2025,False,False
kutai,,519,kuy,vkt,{},-0.333333333333,116.666666667,Papunesia,,Kutai,144,False,False
kwaio,,87,kwa,kwd,{},-8.95,161.0,Papunesia,,Kwaio,2221,False,False
kwamera,,87,kwr,tnk,{},-19.5833333333,169.416666667,Papunesia,,Kwamera,813,False,False
kwerba,,224,kwb,kwe,{},-2.25,138.5,Papunesia,,Kwerba,1125,False,False
kwoma,,368,kwo,kmo,{},-4.16666666667,142.75,Papunesia,,Kwoma,2126,False,False
kwomtari,,225,kwt,kwo,{},-3.5,141.5,Papunesia,,Kwomtari,2650,False,False
kyaka,,433,kyk,kyc,{},-5.55,144.083333333,Papunesia,,Kyaka,1690,False,False
labu,,87,lab,lbu,{},-6.75,146.916666667,Papunesia,,Labu,2634,False,False
lamaholot,,75,lmh,slp,{},-8.25,122.916666667,Papunesia,,Lamaholot,1554,False,False
lamen,,87,lmu,lmu,{},-16.5833333333,168.166666667,Papunesia,,Lamen,2637,False,False
lampung,,88,lmp,ljp,{},-5.0,105.0,Papunesia,,Lampung,2000,False,False
larike,,75,lrk,alo,{},-3.75,127.916666667,Papunesia,,Larike,1183,False,False
lau,,87,lau,llu,{},-9.58333333333,161.5,Papunesia,,Lau,371,False,False
lauje,,526,lje,law,{},-0.5,120.0,Papunesia,,Lauje,554,False,False
lavukaleve,,396,lav,lvk,{},-9.08333333333,159.2,Papunesia,,Lavukaleve,2484,True,True
lenakel,,87,len,tnl,{},-19.45,169.25,Papunesia,,Lenakel,2251,False,False
leti,,75,let,lti,{},-8.2,127.666666667,Papunesia,,Leti,1726,False,False
lewo,,87,lew,lww,{},-16.75,168.333333333,Papunesia,,Lewo,1464,False,False
longgu,,87,lgu,lgu,{},-9.75,160.666666667,Papunesia,,Longgu,1806,False,False
loniu,,87,lon,los,{},-2.06666666667,147.333333333,Papunesia,,Loniu,2115,False,False
lonwolwol,,87,lnw,crc,{},-16.2166666667,168.0,Papunesia,,Lonwolwol,814,False,False
lou,,87,lou,loj,{},-2.38333333333,147.316666667,Papunesia,,Lou,1465,False,False
luangiua,,87,lga,ojv,{},-5.33333333333,159.416666667,Papunesia,,Luangiua,150,False,False
lun dayeh,,518,lud,lnd,{},4.0,115.916666667,Papunesia,,Lun Dayeh,152,False,False
lusi,,87,kkv,khl,{},-5.58333333333,149.666666667,Papunesia,,Lusi,2163,False,False
maanyan,,73,myn,mhy,{},-2.0,115.0,Papunesia,,Ma'anyan,1514,False,False
madurese,,519,mdr,mad,{},-7.0,113.5,Papunesia,,Madurese,1039,False,False
mae,,87,mae,mme,{},-16.0,167.25,Papunesia,,Mae,1727,False,False
magi,,450,mgi,mgu,{},-10.3333333333,149.333333333,Papunesia,,Magi,1083,False,False
magindanao,,513,mgn,mdh,{},6.83333333333,124.5,Papunesia,,Magindanao,158,False,False
mairasi,,448,mrs,zrs,{},-3.5,134.0,Papunesia,,Mairasi,1084,False,False
maisin,,87,msn,mbq,{},-9.5,149.166666667,Papunesia,,Maisin,1900,False,False
makasae,,416,mkj,mkz,{},-8.66666666667,126.5,Papunesia,,Makasae,2643,False,False
makassar,,525,mks,mak,{},-5.41666666667,119.583333333,Papunesia,,Makassar,988,False,False
maklew,,112,mkl,mgf,{},-7.66666666667,139.416666667,Papunesia,,Maklew,1085,False,False
maleu,,87,mlu,mgl,{},-5.71666666667,148.416666667,Papunesia,,Maleu,1693,False,False
mali,,104,mli,gcc,{},-4.83333333333,152.25,Papunesia,,Mali,162,False,False
mamanwa,,513,mmn,mmn,{},9.41666666667,125.5,Papunesia,,Mamanwa,1694,False,False
mamasa,,525,mms,mqj,{},-3.08333333333,119.666666667,Papunesia,,Mamasa,556,False,False
manadonese,,519,mds,xmm,{},1.5,124.833333333,Papunesia,,Manadonese,1466,False,False
manam,,87,mnm,mva,{},-4.0,145.0,Papunesia,,Manam,2046,False,False
manambu,,368,mbu,mle,{},-4.25,142.833333333,Papunesia,,Manambu,163,False,False
mandar,,525,mnr,mdr,{},-3.41666666667,119.083333333,Papunesia,,Mandar,165,False,False
manem,,110,mem,jet,{},-3.0,140.833333333,Papunesia,,Manem,713,False,False
mangapmbula,,87,mmb,mna,{},-5.66666666667,148.083333333,Papunesia,,Mangap-Mbula,1609,False,False
manggarai,,75,mng,mqy,{},-8.5,120.333333333,Papunesia,,Manggarai,1935,False,False
manobo (western bukidnon),,513,mwb,mbb,{},7.66666666667,124.75,Papunesia,,Manobo (Western Bukidnon),1765,False,False
maori,,87,mao,mri,{},-40.0,176.0,Papunesia,,Maori,2532,False,True
maranao,,513,mrn,mrw,{},7.83333333333,124.25,Papunesia,,Maranao,1189,False,False
marind,,246,mrd,mrz,{},-7.83333333333,140.166666667,Papunesia,,Marind,2338,False,True
maring,,438,mav,mbw,{},-5.5,144.666666667,Papunesia,,Maring,715,False,False
marquesan,,87,mrq,"mqm, mrq",{},-8.91666666667,-140.083333333,Papunesia,,Marquesan,557,False,False
marshallese,,87,msh,mah,{},7.11666666667,171.05,Papunesia,,Marshallese,1130,False,False
matukar,,87,mtk,mjk,{},-4.91666666667,145.75,Papunesia,,Matukar,169,False,False
maya,,79,mya,slz,{},-1.25,130.916666667,Papunesia,,Ma'ya,1254,False,False
maybrat,,493,may,ayz,{},-1.33333333333,132.5,Papunesia,,Maybrat,2505,True,True
mehek,,371,mhk,nux,{},-3.75,142.5,Papunesia,,Mehek,559,False,False
mekeo,,87,mke,mek,{},-8.33333333333,146.5,Papunesia,,Mekeo,1190,False,False
melanau,,518,mel,mel,{},2.5,111.5,Papunesia,,Melanau,171,False,False
melayu betawi,,331,meb,bew,{},-6.5,107.0,Papunesia,,Melayu Betawi,560,False,False
mentawai,,521,mnt,mwv,{},-1.5,99.0,Papunesia,,Mentawai,991,False,False
mentuh tapuh,,95,mta,sdo,{},1.25,111.0,Papunesia,,Mentuh Tapuh,720,False,False
menya,,449,mey,mcr,{},-7.25,146.0,Papunesia,,Menya,721,False,False
meryam mir,,490,mer,ulk,{},-9.91666666667,144.083333333,Papunesia,,Meryam Mir,1518,False,False
meyah,,151,mea,mej,{},-1.16666666667,133.5,Papunesia,,Meyah,1612,False,False
mian,,441,mpt,mpt,{},-4.75,141.5,Papunesia,,Mian,2642,False,False
mikarew,,234,mkr,msy,{},-4.41666666667,144.916666667,Papunesia,,Mikarew,391,False,False
minangkabau,,519,min,min,{},-1.0,101.0,Papunesia,,Minangkabau,2063,False,False
minaveha,,87,mnv,mvn,{},-9.6,150.466666667,Papunesia,,Minaveha,1132,False,False
mokilese,,87,mok,mkj,{},6.66666666667,159.75,Papunesia,,Mokilese,2294,False,False
mombum,,253,mom,mso,{},-8.25,138.75,Papunesia,,Mombum,1042,False,False
momu,,226,fqs,fqs,{},-3.0,141.583333333,Papunesia,,Momu,2649,False,False
momuna,,443,mqf,mqf,{},-4.83333333333,139.25,Papunesia,,Momuna,2641,False,False
mongondow,,513,mgd,mog,{},0.666666666667,124.0,Papunesia,,Mongondow,566,False,False
moni,,436,mni,mnz,{},-3.66666666667,137.0,Papunesia,,Moni,1043,False,False
monoalu,,87,moa,mte,{},-7.05,155.75,Papunesia,,Mono-Alu,1767,False,False
monumbo,,254,mbo,mxk,{},-4.25,145.0,Papunesia,,Monumbo,887,False,False
mor,,79,mor,mhz,{},-2.95,135.75,Papunesia,,Mor,1876,False,False
moraori,,527,mri,mok,{},-8.58333333333,140.666666667,Papunesia,,Moraori,1134,False,False
motu,,87,mtu,meu,{},-9.33333333333,147.0,Papunesia,,Motu,1938,False,False
motuna,,152,mot,siw,{},-6.61666666667,155.416666667,Papunesia,,Motuna,1728,False,False
mpur,,492,mpu,akc,{},-0.75,133.25,Papunesia,,Mpur,1519,False,False
mufian,,427,aoj,aoj,{},-3.5,143.0,Papunesia,,Mufian,2656,False,False
muna,,526,mna,mnb,{},-5.0,122.5,Papunesia,,Muna,2269,False,False
murik,,231,mrk,mtf,{},-3.83333333333,144.25,Papunesia,,Murik,568,False,False
musom,,87,msm,msu,{},-6.58333333333,147.0,Papunesia,,Musom,1366,False,False
mussau,,87,mus,emi,{},-1.45,149.616666667,Papunesia,,Mussau,1316,False,False
muyuw,,87,muy,myw,{},-9.08333333333,152.75,Papunesia,,Muyuw,406,False,False
mwotlap,,87,mwo,mlv,{},-13.5833333333,167.583333333,Papunesia,,Mwotlap,1697,False,False
nabak,,434,nab,naf,{},-6.41666666667,147.0,Papunesia,,Nabak,1843,False,False
nadroga,,87,ndr,fij,{},-18.0833333333,177.416666667,Papunesia,,Nadroga,2639,False,False
nagatman,,496,nag,nce,{},-3.75,141.5,Papunesia,,Nagatman,1560,False,False
nai,,225,bio,bio,{},-3.71666666667,141.266666667,Papunesia,,Nai,2651,False,False
nakanai,,87,nak,nak,{},-5.58333333333,150.583333333,Papunesia,,Nakanai,2027,False,False
nalik,,87,nal,nal,{},-2.95,151.333333333,Papunesia,,Nalik,1257,False,False
nambas (big),,87,nbb,nmb,{},-16.0833333333,167.2,Papunesia,,Nambas (Big),1046,False,False
namia,,372,nam,nnm,{},-3.83333333333,141.75,Papunesia,,Namia,1809,False,False
nankina,,434,nnk,nnk,{},-5.78333333333,146.45,Papunesia,,Nankina,1413,False,False
nanumea,,87,nnm,tvl,{},-5.66666666667,176.116666667,Papunesia,,Nanumea,412,False,False
napu,,526,npu,npy,{},-1.33333333333,120.416666667,Papunesia,,Napu,724,False,False
narom,,518,nrm,nrm,{},4.41666666667,114.0,Papunesia,,Narom,184,False,False
nasioi,,152,nas,nas,{},-6.33333333333,155.583333333,Papunesia,,Nasioi,2230,False,False
natugu,,87,nbk,ntu,{},-10.7833333333,165.866666667,Papunesia,,Natügu,1135,False,False
nauruan,,87,nau,nau,{},-0.5,166.916666667,Papunesia,,Nauruan,1047,False,False
nehan,,87,neh,nsn,{},-4.5,154.2,Papunesia,,Nehan,1474,False,False
nelemwa,,87,nel,nee,{},-20.25,164.083333333,Papunesia,,Nelemwa,996,False,False
nend,,437,nnd,anh,{},-5.0,144.916666667,Papunesia,,Nend,1136,False,False
nengone,,87,nne,nen,{},-21.5,168.0,Papunesia,,Nengone,1258,False,False
new zealand sign language,,330,nzs,nzs,{},-43.0,172.0,Papunesia,,New Zealand Sign Language,418,False,False
ngada,,75,ngd,nxg,{},-8.83333333333,121.0,Papunesia,,Ngad'a,1811,False,False
nguna,,87,ngu,llp,{},-16.9166666667,168.5,Papunesia,,Nguna,1194,False,False
nias,,521,nia,nia,{},1.0,97.75,Papunesia,,Nias,2081,False,False
nimboran,,323,nim,nir,{},-2.5,140.166666667,Papunesia,,Nimboran,1561,False,False
ningil,,428,nin,niz,{},-3.5,142.25,Papunesia,,Ningil,727,False,False
niuafoou,,87,nif,num,{},-15.5666666667,-175.616666667,Papunesia,,Niuafo'ou,422,False,False
niuean,,87,niu,niu,{},-19.05,-170.116666667,Papunesia,,Niuean,2118,False,False
nomad,,154,nmd,smq,{},-6.16666666667,142.25,Papunesia,,Nomad,728,False,False
nuaulu,,75,nua,"nni, nxl",{},-3.25,129.166666667,Papunesia,,Nuaulu,2067,False,False
nukuoro,,87,nkr,nkr,{},3.83333333333,154.916666667,Papunesia,,Nukuoro,729,False,False
nyelayu,,87,nyl,yly,{},-20.3333333333,164.333333333,Papunesia,,Nyelâyu,576,False,False
obokuitai,,228,obk,afz,{},-3.0,138.0,Papunesia,,Obokuitai,731,False,False
oksapmin,,326,oks,opm,{},-5.16666666667,142.166666667,Papunesia,,Oksapmin,1089,False,False
olo,,428,olo,ong,{},-3.41666666667,142.0,Papunesia,,Olo,1812,False,False
oloh mangtangai,,73,olm,nij,{},-0.833333333333,113.0,Papunesia,,Oloh Mangtangai,733,False,False
omie,,439,omi,aom,{},-9.05,148.083333333,Papunesia,,Ömie,1521,False,False
one,,426,one,aun,{},-3.25,141.916666667,Papunesia,,One,1137,False,False
ono,,434,ono,ons,{},-6.16666666667,147.583333333,Papunesia,,Ono,1090,False,False
orokaiva,,442,oro,okv,{},-8.83333333333,148.25,Papunesia,,Orokaiva,1660,False,False
orokolo,,156,orl,oro,{},-7.83333333333,145.333333333,Papunesia,,Orokolo,427,False,False
orya,,422,ory,ury,{},-2.75,139.833333333,Papunesia,,Orya,1196,False,False
owininga,,229,owi,owi,{},-4.5,141.75,Papunesia,,Owininga,2653,False,False
paamese,,87,pms,pma,{},-16.5,168.25,Papunesia,,Paamese,2404,False,True
padoe,,526,pad,pdo,{},-2.33333333333,121.333333333,Papunesia,,Padoe,828,False,False
pagu,,494,pag,pgu,{},1.25,127.75,Papunesia,,Pagu,581,False,False
paita,,87,pta,duf,{},-22.0833333333,166.5,Papunesia,,Paita,829,False,False
paiwan,,86,pai,pwn,{},22.5,120.833333333,Papunesia,,Paiwan,2399,True,True
palauan,,85,pal,pau,{},7.5,134.583333333,Papunesia,,Palauan,2302,False,False
pamona,,526,pna,pmf,{},-1.75,120.833333333,Papunesia,,Pamona,1001,False,False
pangasinan,,514,pnn,pag,{},15.9166666667,120.333333333,Papunesia,,Pangasinan,1775,False,False
patep,,87,pat,ptp,{},-6.91666666667,146.583333333,Papunesia,,Patep,1568,False,False
patpatar,,87,ptp,gfk,{},-3.76666666667,152.5,Papunesia,,Patpatar,735,False,False
paulohi,,75,plh,plh,{},-3.25,128.75,Papunesia,,Paulohi,1941,False,False
pawaian,,412,paw,pwa,{},-7.0,145.083333333,Papunesia,,Pawaian,1980,False,False
pileni,,87,pil,piv,{},-10.2166666667,166.216666667,Papunesia,,Pileni,895,False,False
pingilapese,,87,pgl,pif,{},6.21666666667,160.7,Papunesia,,Pingilapese,199,False,False
pisa,,445,pis,psa,{},-5.16666666667,139.166666667,Papunesia,,Pisa,1140,False,False
poai,,87,poa,fwa,{},-20.6666666667,164.833333333,Papunesia,,Po-Ai,1264,False,False
pohnpeian,,87,poh,pon,{},6.88333333333,158.25,Papunesia,,Pohnpeian,2280,False,False
pokorawo,,393,pok,rwa,{},-2.83333333333,141.583333333,Papunesia,,Poko-Rawo,1701,False,False
port sandwich,,87,psw,psw,{},-16.5,167.75,Papunesia,,Port Sandwich,2636,False,False
pulopetak,,73,plp,nij,{},1.41666666667,109.833333333,Papunesia,,Pulopetak,584,False,False
puluwat,,87,pul,puw,{},7.33333333333,149.333333333,Papunesia,,Puluwat,1912,False,False
qaget,,104,bng,byx,{},-4.58333333333,152.0,Papunesia,,Qaget,1440,False,False
raga,,87,rag,lml,{},-15.5,168.166666667,Papunesia,,Raga,205,False,False
rao,,233,rao,rao,{},-4.75,144.5,Papunesia,,Rao,1141,False,False
rapanui,,87,rap,rap,{},-27.1166666667,-109.366666667,Papunesia,,Rapanui,2485,True,True
rawa,,434,rwa,rwo,{},-5.83333333333,146.0,Papunesia,,Rawa,1267,False,False
rejang,,84,rej,rej,{},-3.41666666667,102.5,Papunesia,,Rejang,586,False,False
rennellese,,87,rnn,mnv,{},-11.6166666667,160.25,Papunesia,,Rennellese,442,False,False
riantana,,217,ria,ran,{},-7.5,138.5,Papunesia,,Riantana,740,False,False
roro,,87,ror,rro,{},-8.75,146.583333333,Papunesia,,Roro,1420,False,False
roti,,75,rti,twu,{},-10.6666666667,123.25,Papunesia,,Roti,1006,False,False
rotokas,,489,rtk,roo,{},-6.0,155.166666667,Papunesia,,Rotokas,1270,False,False
rotuman,,87,rot,rtm,{},-12.5,177.066666667,Papunesia,,Rotuman,2084,False,False
roviana,,87,rov,rug,{},-8.25,157.333333333,Papunesia,,Roviana,1569,False,False
rukai (tanan),,522,ruk,dru,{},22.8333333333,120.833333333,Papunesia,,Rukai (Tanan),2140,False,False
rumu,,460,rum,klq,{},-7.16666666667,144.25,Papunesia,,Rumu,1705,False,False
saa,,87,saa,apb,{},-9.61666666667,161.45,Papunesia,,Sa'a,1049,False,False
saban,,518,sab,snv,{},3.66666666667,115.666666667,Papunesia,,Sa'ban,1198,False,False
sahu,,494,sah,saj,{},1.16666666667,127.5,Papunesia,,Sahu,2165,False,False
sakao,,87,sak,sku,{},-15.1666666667,167.083333333,Papunesia,,Sakao,1736,False,False
saliba (in papua new guinea),,87,slb,sbe,{},-10.5833333333,150.716666667,Papunesia,,Saliba (in Papua New Guinea),1982,False,False
saltyui,,438,syu,sll,{},-6.28333333333,145.033333333,Papunesia,,Salt-Yui,2103,False,False
sama (balangingi),,76,sbg,sse,{},6.16666666667,121.833333333,Papunesia,,Sama (Balangingi),594,False,False
sama (southern),,76,bjs,ssb,{},4.5,118.5,Papunesia,,Sama (Southern),26,False,False
samoan,,87,sam,smo,{},-13.9166666667,-171.833333333,Papunesia,,Samoan,2304,False,False
sangir,,524,sgr,sxn,{},3.5,125.5,Papunesia,,Sangir,595,False,False
sare,,370,sar,dju,{},-4.5,143.166666667,Papunesia,,Sare,1777,False,False
savosavo,,397,svs,svs,{},-9.13333333333,159.8,Papunesia,,Savosavo,1272,False,False
sawai,,79,swi,szw,{},0.5,128.0,Papunesia,,Sawai,834,False,False
sawu,,75,saw,hvn,{},-11.5,121.916666667,Papunesia,,Sawu,1621,False,False
seediq,,89,see,trv,{},24.1666666667,121.416666667,Papunesia,,Seediq,1708,False,False
selaru,,75,sru,slu,{},-8.2,131.0,Papunesia,,Selaru,746,False,False
selayar,,525,sly,sly,{},-6.0,120.5,Papunesia,,Selayar,747,False,False
selepet,,434,slp,spl,{},-6.16666666667,147.166666667,Papunesia,,Selepet,2085,False,False
semandang,,95,smd,sdm,{},-0.75,110.5,Papunesia,,Semandang,214,False,False
sentani,,366,snt,set,{},-2.58333333333,140.583333333,Papunesia,,Sentani,2362,False,True
siane,,430,sia,snp,{},-6.08333333333,145.2,Papunesia,,Siane,1528,False,False
siar,,87,sir,sjr,{},-4.66666666667,152.916666667,Papunesia,,Siar,1483,False,False
sika,,75,sik,ski,{},-8.7,122.25,Papunesia,,Sika,216,False,False
sikaritai,,228,skr,tty,{},-2.91666666667,138.25,Papunesia,,Sikaritai,750,False,False
sikule,,521,skl,skh,{},2.66666666667,96.0,Papunesia,,Sikule,599,False,False
simeulue,,521,sim,smr,{},2.5,96.25,Papunesia,,Simeulue,1275,False,False
sinaugoro,,87,sng,snc,{},-9.83333333333,147.833333333,Papunesia,,Sinaugoro,1914,False,False
sio,,87,sio,xsi,{},-5.95,147.333333333,Papunesia,,Sio,1964,False,False
siraya,,595,sry,fos,{},23.0,120.25,Papunesia,,Siraya,217,False,False
siroi,,437,sro,ssd,{},-5.5,146.0,Papunesia,,Siroi,2029,False,False
sisiqa,,87,sis,baa,{},-7.0,156.833333333,Papunesia,,Sisiqa,1738,False,False
skou,,392,sko,skv,{},-2.66666666667,140.916666667,Papunesia,,Skou,951,False,False
sobei,,87,sob,sob,{},-1.91666666667,138.75,Papunesia,,Sobei,1369,False,False
sonsoroltobi,,87,son,sov,{},5.33333333333,132.25,Papunesia,,Sonsorol-Tobi,1739,False,False
sougb,,151,sgb,mnx,{},-1.5,134.0,Papunesia,,Sougb,1530,False,False
southeast ambrym,,87,sea,tvk,{},-16.3,168.216666667,Papunesia,,Southeast Ambrym,1007,False,False
sudest,,87,sud,tgo,{},-11.5,153.45,Papunesia,,Sudest,1484,False,False
suena,,442,sue,sue,{},-7.75,147.55,Papunesia,,Suena,2382,False,True
suki,,161,suk,sui,{},-8.0,141.75,Papunesia,,Suki,603,False,False
sulka,,400,sul,sua,{},-5.08333333333,151.916666667,Papunesia,,Sulka,2030,False,False
sundanese,,519,sun,sun,{},-7.0,107.0,Papunesia,,Sundanese,2233,False,False
sursurunga,,87,sur,sgz,{},-4.0,152.766666667,Papunesia,,Sursurunga,839,False,False
taba,,79,tab,mky,{},0.0,127.5,Papunesia,,Taba,2437,False,True
tabare,,438,tba,sst,{},-6.08333333333,145.0,Papunesia,,Tabare,952,False,False
tabaru,,494,tbr,tby,{},1.5,127.25,Papunesia,,Tabaru,754,False,False
tabla,,366,tbl,tnm,{},-2.45,140.416666667,Papunesia,,Tabla,1664,False,False
tagalog,,513,tag,tgl,{},15.0,121.0,Papunesia,,Tagalog,2525,True,True
tagbanwa (aborlan),,513,tgb,tbw,{},9.5,118.5,Papunesia,,Tagbanwa (Aborlan),222,False,False
tahitian,,87,tah,tah,{},-17.6666666667,-149.583333333,Papunesia,,Tahitian,2211,False,False
taiap,,160,tap,gpn,{},-4.08333333333,144.5,Papunesia,,Taiap,1202,False,False
taiof,,87,taf,sps,{},-5.53333333333,154.633333333,Papunesia,,Taiof,1426,False,False
tairora,,430,trr,tbg,{},-6.5,146.0,Papunesia,,Tairora,1485,False,False
taiwanese sign language (ziran shouyu),,330,tzi,tss,{},24.0,121.0,Papunesia,,Taiwanese Sign Language (Ziran Shouyu),455,False,False
takia,,87,tak,tbc,{},-4.66666666667,146.0,Papunesia,,Takia,1623,False,False
talaud,,524,tld,tld,{},4.25,126.75,Papunesia,,Talaud,605,False,False
tamabo,,87,tmm,mla,{},-15.6666666667,167.166666667,Papunesia,,Tamabo,606,False,False
tamagario,,208,tmg,tcg,{},-6.41666666667,139.25,Papunesia,,Tamagario,953,False,False
tangga,,87,tga,hrc,{},-3.46666666667,153.2,Papunesia,,Tangga,902,False,False
tanglapui,,415,tgp,swt,{},-8.28333333333,125.083333333,Papunesia,,Tanglapui,840,False,False
tanna (southwest),,87,tns,nwi,{},-19.5666666667,169.333333333,Papunesia,,Tanna (Southwest),755,False,False
tarangan (west),,75,tgw,txn,{},-6.5,134.166666667,Papunesia,,Tarangan (West),756,False,False
tatana,,518,tat,txx,{},5.5,115.5,Papunesia,,Tatana',1145,False,False
taulil,,103,tll,tuh,{},-4.41666666667,152.083333333,Papunesia,,Taulil,228,False,False
tausug,,513,tsg,tsg,{},6.0,121.0,Papunesia,,Tausug,1487,False,False
tauya,,437,tau,tya,{},-5.75,145.333333333,Papunesia,,Tauya,2298,False,False
tawala,,87,taw,tbo,{},-10.3333333333,150.666666667,Papunesia,,Tawala,2130,False,False
tayo,,331,tay,cks,{},-22.0,166.333333333,Papunesia,,Tayo,229,False,False
tboli,,517,tbo,tbl,{},6.16666666667,124.5,Papunesia,,Tboli,1881,False,False
tehit,,491,tht,kps,{},-1.5,132.0,Papunesia,,Tehit,607,False,False
telefol,,441,tlf,tlf,{},-5.0,141.75,Papunesia,,Telefol,1779,False,False
teop,,87,teo,tio,{},-5.66666666667,155.0,Papunesia,,Teop,1816,False,False
ternate,,494,trt,tft,{},0.833333333333,127.25,Papunesia,,Ternate,757,False,False
tetun,,75,ttn,tet,{},-9.0,126.0,Papunesia,,Tetun,2255,False,False
tetun dili,,75,ttd,tet,{},-8.58333333333,125.583333333,Papunesia,,Tetun Dili,2633,False,False
thao,,596,thw,ssf,{},23.8833333333,120.916666667,Papunesia,,Thao,232,False,False
tidore,,494,tid,tvo,{},0.75,127.5,Papunesia,,Tidore,2256,False,False
tifal,,441,tif,tif,{},-5.0,141.333333333,Papunesia,,Tifal,759,False,False
tigak,,87,tgk,tgc,{},-2.71666666667,150.8,Papunesia,,Tigak,2321,False,False
timorese,,75,tse,aoz,{},-9.66666666667,124.5,Papunesia,,Timorese,611,False,False
timugon,,518,tim,tih,{},5.0,116.0,Papunesia,,Timugon,1817,False,False
tinrin,,87,tin,cir,{},-21.6666666667,165.75,Papunesia,,Tinrin,2273,False,False
tiruray,,517,try,tiy,{},6.75,124.166666667,Papunesia,,Tiruray,1489,False,False
toaripi,,156,toa,tqo,{},-8.33333333333,146.25,Papunesia,,Toaripi,1373,False,False
tobati,,87,tbt,tti,{},-2.58333333333,140.666666667,Papunesia,,Tobati,1490,False,False
tobelo,,494,tlo,tlb,{},1.5,128.5,Papunesia,,Tobelo,1710,False,False
tokelauan,,87,tke,tkl,{},-9.0,-172.0,Papunesia,,Tokelauan,1374,False,False
tok pisin,,331,tpi,tpi,{},-9.5,147.166666667,Papunesia,,Tok Pisin,1428,False,False
tolai,,87,tla,ksd,{},-4.25,152.083333333,Papunesia,,Tolai,2197,False,False
tondano,,523,tno,tdn,{},1.25,125.0,Papunesia,,Tondano,1987,False,False
tongan,,87,tng,ton,{},-21.1666666667,-175.166666667,Papunesia,,Tongan,2107,False,False
tontemboan,,523,tnt,tnt,{},1.08333333333,124.5,Papunesia,,Tontemboan,612,False,False
toqabaqita,,87,toq,mlu,{},-8.41666666667,160.583333333,Papunesia,,Toqabaqita,956,False,False
toraja,,525,trd,sda,{},-3.0,119.75,Papunesia,,Toraja,613,False,False
toratan,,524,tor,rth,{},1.08333333333,124.833333333,Papunesia,,Toratán,1053,False,False
tsou,,96,tso,tsu,{},23.5,120.75,Papunesia,,Tsou,1742,False,False
tuamotuan,,87,tua,pmt,{},-17.0,-144.0,Papunesia,,Tuamotuan,905,False,False
tugun,,75,tgn,tzn,{},-7.71666666667,126.75,Papunesia,,Tugun,1491,False,False
tukang besi,,526,tuk,"bhq, khc",{},-5.5,123.5,Papunesia,,Tukang Besi,2506,True,True
tumleo,,87,tum,tmq,{},-3.08333333333,142.416666667,Papunesia,,Tumleo,959,False,False
tungak,,87,tnk,lcm,{},-2.55,150.25,Papunesia,,Tungak,1431,False,False
tuvaluan,,87,tvl,tvl,{},-8.5,179.166666667,Papunesia,,Tuvaluan,1967,False,False
ulithian,,87,uli,uli,{},9.91666666667,139.583333333,Papunesia,,Ulithian,961,False,False
uma,,526,uma,ppk,{},-1.83333333333,120.0,Papunesia,,Uma,1281,False,False
umbu ungu,,438,kgl,ubu,{},-6.0,144.0,Papunesia,,Umbu Ungu,128,False,False
una,,446,una,mtg,{},-4.66666666667,140.0,Papunesia,,Una,2348,False,True
ura,,87,ura,uur,{},-18.6666666667,169.083333333,Papunesia,,Ura,1665,False,False
urat,,428,urt,urt,{},-3.66666666667,142.833333333,Papunesia,,Urat,2654,False,False
urim,,424,uri,uri,{},-3.58333333333,142.666666667,Papunesia,,Urim,481,False,False
usan,,437,usa,wnu,{},-4.83333333333,145.166666667,Papunesia,,Usan,2398,False,True
usarufa,,430,usr,usa,{},-6.41666666667,145.583333333,Papunesia,,Usarufa,1577,False,False
vinmavis,,87,vnm,vnm,{},-16.1666666667,167.416666667,Papunesia,,Vinmavis,2635,False,False
wahgi,,438,wah,"wgi, whg",{},-5.83333333333,144.716666667,Papunesia,,Wahgi,2141,False,False
wallisian,,87,wll,wls,{},-13.3,-176.2,Papunesia,,Wallisian,617,False,False
walman,,428,wal,van,{},-3.21666666667,142.5,Papunesia,,Walman,1783,False,False
wambon,,445,wbn,wms,{},-5.5,140.416666667,Papunesia,,Wambon,2051,False,False
wantoat,,434,wnt,wnc,{},-6.16666666667,146.5,Papunesia,,Wantoat,1285,False,False
waraywaray,,513,wwy,war,{},12.0,125.0,Papunesia,,Waray-Waray,247,False,False
